duration,num_voted_users,num_critic_for_reviews,movie_facebook_likes,imdb_score,budget,gross,title_year,director_name,movie_title
137.0,512749.0,304.0,0.0,8.0,30000000.0,66207920.0,2004.0,,Kill Bill: Vol. 2 
97.0,75365.0,45.0,0.0,6.3,55000000.0,63408614.0,1989.0,Andrey Konchalovskiy,Tango & Cash 
104.0,78974.0,49.0,,6.4,55000000.0,58422650.0,1992.0,Robert Zemeckis,Death Becomes Her 
110.0,96690.0,146.0,0.0,6.6,55000000.0,56932305.0,2000.0,,Shanghai Noon 
133.0,40858.0,60.0,0.0,6.4,55000000.0,68750000.0,1996.0,Stuart Baird,Executive Decision 
94.0,67191.0,,,,55000000.0,68218041.0,2011.0,Mark Waters,Mr. Popper's Penguins 
104.0,88049.0,,0.0,6.6,55000000.0,25040293.0,2008.0,Rob Minkoff,
91.0,18042.0,118.0,0.0,5.9,55000000.0,55747724.0,2013.0,Jimmy Hayward,
145.0,,210.0,0.0,6.4,50000000.0,55473600.0,1992.0,David Fincher,Alien 3 
135.0,29205.0,76.0,0.0,6.3,55000000.0,49994804.0,,Alan Parker,Evita 
122.0,,149.0,,7.3,55000000.0,41609593.0,1998.0,John Frankenheimer,Ronin 
110.0,46239.0,62.0,,6.8,55000000.0,38553833.0,1996.0,,The Ghost and the Darkness 
95.0,49207.0,224.0,30000.0,7.2,55000000.0,76137505.0,2014.0,,Paddington 
102.0,104066.0,265.0,15000.0,5.7,68000000.0,34350553.0,2012.0,Akiva Schaffer,The Watch 
94.0,35830.0,135.0,0.0,6.0,55000000.0,34238611.0,2003.0,William Friedkin,The Hunted 
126.0,27191.0,,0.0,6.5,,34098563.0,1999.0,Jon Turteltaub,Instinct 
118.0,44453.0,,0.0,5.8,55000000.0,33828318.0,2003.0,Bobby Farrelly,Stuck on You 
99.0,67005.0,,0.0,5.8,55000000.0,33472850.0,2008.0,Kent Alterman,Semi-Pro 
88.0,36877.0,,0.0,6.7,55000000.0,,2012.0,Peter Lord,The Pirates! Band of Misfits 
141.0,199056.0,264.0,14000.0,7.8,55000000.0,35707327.0,2008.0,Clint Eastwood,Changeling 
107.0,40346.0,47.0,1000.0,5.6,50000000.0,20550712.0,1996.0,Andrew Davis,
116.0,38533.0,50.0,0.0,5.8,55000000.0,18573791.0,1996.0,Tony Scott,The Fan 
143.0,96654.0,153.0,0.0,7.4,70000000.0,51225796.0,2004.0,Joel Schumacher,The Phantom of the Opera 
114.0,54787.0,202.0,0.0,6.9,55000000.0,16264475.0,2007.0,Shekhar Kapur,Elizabeth: The Golden Age 
93.0,110614.0,178.0,0.0,5.5,62000000.0,25857987.0,2005.0,Karyn Kusama,Æon Flux 
280.0,,84.0,,6.3,56000000.0,12870569.0,2003.0,Ron Maxwell,Gods and Generals 
100.0,8983.0,44.0,316.0,4.7,71000000.0,11466088.0,1997.0,,Turbulence 
107.0,10417.0,93.0,610.0,5.6,55000000.0,16088610.0,2009.0,Karey Kirkpatrick,Imagine That 
119.0,24285.0,277.0,10000.0,6.4,50000000.0,51178893.0,2014.0,James Bobin,Muppets Most Wanted 
95.0,11148.0,,437.0,4.2,57000000.0,6768055.0,2004.0,,Thunderbirds 
,61680.0,197.0,19000.0,6.4,55000000.0,39440655.0,2010.0,Steve Antin,Burlesque 
133.0,62607.0,,0.0,7.7,47000000.0,6167817.0,,,A Very Long Engagement 
152.0,67822.0,103.0,0.0,,2000000.0,,,Stanley Kubrick,Lolita 
96.0,19706.0,66.0,448.0,5.3,55000000.0,,2002.0,Jim Gillespie,Eye See You 
117.0,158267.0,224.0,0.0,,54000000.0,81645152.0,2002.0,Guillermo del Toro,Blade II 
123.0,232710.0,202.0,,7.7,55000000.0,69951824.0,2008.0,Gabriele Muccino,Seven Pounds 
92.0,39247.0,279.0,10000.0,5.7,55000000.0,9483821.0,2012.0,Walter Hill,Bullet to the Head 
170.0,267980.0,110.0,0.0,,54000000.0,66676062.0,1990.0,Francis Ford Coppola,The Godfather: Part III 
123.0,58658.0,190.0,0.0,6.4,57000000.0,26838389.0,2005.0,Cameron Crowe,Elizabethtown 
110.0,68417.0,136.0,0.0,5.6,54000000.0,75604320.0,2006.0,Anthony Russo,"You, Me and Dupree "
116.0,76331.0,121.0,0.0,6.8,54000000.0,108200000.0,1980.0,Richard Lester,Superman II 
121.0,41620.0,131.0,2000.0,,54000000.0,5660084.0,2003.0,Martin Brest,Gigli 
128.0,20740.0,127.0,0.0,,55000000.0,7221458.0,,Steven Zaillian,All the King's Men 
99.0,,160.0,,5.9,46000000.0,70327868.0,2000.0,John Singleton,
,,78.0,0.0,7.1,50000000.0,58297830.0,1997.0,Don Bluth,
127.0,224013.0,209.0,10000.0,7.6,52500000.0,57386369.0,2001.0,Baz Luhrmann,Moulin Rouge! 
89.0,21283.0,98.0,361.0,5.5,53000000.0,45207112.0,2001.0,Harold Becker,Domestic Disturbance 
123.0,115216.0,391.0,44000.0,7.0,53000000.0,62563543.0,2015.0,Scott Cooper,Black Mass 
,101221.0,,0.0,7.1,,,2006.0,Clint Eastwood,
118.0,217480.0,216.0,21000.0,7.4,50000000.0,73343413.0,2009.0,F. Gary Gray,
189.0,155496.0,250.0,0.0,7.6,53000000.0,,,,Grindhouse 
,6082.0,78.0,853.0,5.9,55000000.0,22843047.0,1998.0,Jonathan Demme,Beloved 
124.0,18310.0,106.0,672.0,5.9,55000000.0,5755286.0,2007.0,Curtis Hanson,Lucky You 
141.0,525801.0,194.0,15000.0,8.0,,164435221.0,2002.0,Steven Spielberg,Catch Me If You Can 
157.0,216032.0,558.0,39000.0,7.4,40000000.0,95720716.0,2012.0,Kathryn Bigelow,Zero Dark Thirty 
106.0,102167.0,183.0,0.0,5.8,52000000.0,118683135.0,2006.0,Peyton Reed,
108.0,145974.0,238.0,10000.0,6.3,52000000.0,143704210.0,,Phyllida Lloyd,
,95437.0,186.0,9000.0,5.7,52000000.0,110476776.0,2010.0,Garry Marshall,Valentine's Day 
,66382.0,144.0,0.0,5.1,50000000.0,80270227.0,2005.0,Jay Chandrasekhar,The Dukes of Hazzard 
215.0,138941.0,156.0,0.0,7.6,52000000.0,36385763.0,1998.0,Terrence Malick,
118.0,136680.0,215.0,13000.0,6.4,52000000.0,37035845.0,2011.0,David Dobkin,The Change-Up 
118.0,100743.0,,0.0,7.4,,34580635.0,1999.0,Milos Forman,Man on the Moon 
178.0,333542.0,133.0,11000.0,8.2,52000000.0,42438300.0,1995.0,Martin Scorsese,
92.0,97775.0,203.0,0.0,6.5,52000000.0,23324666.0,2010.0,Pierre Morel,From Paris with Love 
104.0,,127.0,846.0,5.5,52000000.0,23020488.0,2003.0,Paul Hunter,Bulletproof Monk 
116.0,185878.0,155.0,0.0,6.5,51000000.0,,,,"Me, Myself & Irene "
90.0,21396.0,98.0,605.0,5.6,51000000.0,72601713.0,2006.0,Steve Oedekerk,Barnyard 
93.0,15740.0,71.0,,,,35092918.0,2006.0,John Whitesell,Deck the Halls 
130.0,220758.0,299.0,13000.0,,50000000.0,296623634.0,2009.0,Chris Weitz,The Twilight Saga: New Moon 
90.0,467113.0,212.0,0.0,7.9,60000000.0,267652016.0,2001.0,Andrew Adamson,
106.0,200035.0,413.0,36000.0,7.1,50200000.0,62453315.0,2011.0,George Nolfi,The Adjustment Bureau 
155.0,145257.0,67.0,0.0,6.9,48000000.0,165500000.0,1991.0,Kevin Reynolds,Robin Hood: Prince of Thieves 
139.0,189923.0,109.0,0.0,7.3,50000000.0,153620822.0,1996.0,Cameron Crowe,Jerry Maguire 
112.0,,457.0,,,50000000.0,,2012.0,Seth MacFarlane,Ted 
139.0,224671.0,156.0,11000.0,7.7,50000000.0,147637474.0,1997.0,James L. Brooks,As Good as It Gets 
115.0,80580.0,55.0,0.0,6.7,50000000.0,135014968.0,,Tom Shadyac,Patch Adams 
,131227.0,272.0,41000.0,,,2175312.0,2013.0,Adam McKay,Anchorman 2: The Legend Continues 
96.0,110432.0,117.0,0.0,5.8,,126203320.0,2002.0,Steven Brill,Mr. Deeds 
112.0,287822.0,539.0,37000.0,7.1,50000000.0,126975169.0,2011.0,J.J. Abrams,Super 8 
131.0,135246.0,169.0,,7.3,52000000.0,125548685.0,2000.0,Steven Soderbergh,Erin Brockovich 
116.0,156717.0,140.0,0.0,6.4,50000000.0,105807520.0,2003.0,Donald Petrie,
112.0,258186.0,330.0,24000.0,7.1,50000000.0,191616238.0,2014.0,Phil Lord,22 Jump Street 
123.0,,120.0,11000.0,7.6,,105264608.0,1994.0,Neil Jordan,Interview with the Vampire: The Vampire Chronicles 
104.0,271691.0,190.0,,,70000000.0,97680195.0,2008.0,Peyton Reed,
107.0,33354.0,177.0,10000.0,6.6,50000000.0,126088877.0,,Rawson Marshall Thurber,Central Intelligence 
124.0,46482.0,65.0,0.0,6.7,,91030827.0,1998.0,Chris Columbus,Stepmom 
96.0,54010.0,145.0,13000.0,6.1,50000000.0,150315155.0,2015.0,Sean Anders,Daddy's Home 
125.0,101178.0,321.0,,6.0,50000000.0,127997349.0,2014.0,,Into the Woods 
129.0,273108.0,230.0,0.0,7.6,45000000.0,88504640.0,,,Inside Man 
90.0,111368.0,143.0,0.0,7.1,50000000.0,,1999.0,,Payback 
109.0,34471.0,55.0,0.0,5.0,50000000.0,81022333.0,1995.0,Frank Marshall,Congo 
124.0,111003.0,257.0,22000.0,7.1,,75621915.0,2011.0,Cameron Crowe,We Bought a Zoo 
121.0,186879.0,279.0,0.0,6.2,50000000.0,79948113.0,2009.0,Alex Proyas,
95.0,58412.0,,2000.0,5.6,,,2006.0,Tom Dey,Failure to Launch 
,71153.0,196.0,0.0,5.4,,75888270.0,2005.0,Hideo Nakata,
118.0,375456.0,310.0,44000.0,7.4,50000000.0,84244877.0,2011.0,Glenn Ficarra,"Crazy, Stupid, Love. "
80.0,58961.0,116.0,795.0,5.0,,75367693.0,2004.0,Peter Hewitt,Garfield 
,27548.0,105.0,0.0,5.2,60000000.0,73701902.0,2004.0,Joe Roth,Christmas with the Kranks 
133.0,283563.0,419.0,27000.0,7.6,50000000.0,75605492.0,,Bennett Miller,Moneyball 
127.0,91176.0,64.0,0.0,6.6,50000000.0,67823573.0,1995.0,Wolfgang Petersen,Outbreak 
106.0,200647.0,359.0,24000.0,7.0,50000000.0,91439400.0,2014.0,Jaume Collet-Serra,Non-Stop 
98.0,43328.0,166.0,0.0,5.7,65000000.0,67128202.0,,,Race to Witch Mountain 
132.0,791783.0,525.0,,,54000000.0,70496802.0,2005.0,James McTeigue,V for Vendetta 
114.0,81444.0,165.0,,6.2,50000000.0,60470220.0,2003.0,David Dobkin,Shanghai Knights 
45.0,1824.0,2.0,0.0,7.9,,,,,Unforgotten             
78.0,12845.0,87.0,624.0,6.6,50000000.0,58336565.0,2006.0,Matthew O'Callaghan,Curious George 
101.0,36431.0,117.0,1000.0,,50000000.0,66002004.0,2005.0,Angela Robinson,Herbie Fully Loaded 
113.0,40362.0,113.0,970.0,6.3,50000000.0,,2001.0,Gary Fleder,Don't Say a Word 
98.0,,349.0,45000.0,6.1,50000000.0,55682070.0,2013.0,Tommy Wirkola,Hansel & Gretel: Witch Hunters 
124.0,63067.0,152.0,0.0,6.7,50000000.0,52752475.0,2002.0,Adrian Lyne,Unfaithful 
,195043.0,288.0,27000.0,6.1,60000000.0,55092830.0,2011.0,D.J. Caruso,I Am Number Four 
,109188.0,,0.0,7.0,50000000.0,50815288.0,2005.0,Stephen Gaghan,Syriana 
144.0,47764.0,,,,50000000.0,52822418.0,2016.0,Michael Bay,13 Hours 
95.0,45580.0,156.0,18000.0,7.3,,50150619.0,2014.0,Jorge R. Gutiérrez,The Book of Life 
105.0,50170.0,171.0,,,50000000.0,48745150.0,2006.0,Richard Loncraine,Firewall 
121.0,39529.0,76.0,1000.0,6.7,50000000.0,50007168.0,1997.0,Clint Eastwood,Absolute Power 
125.0,60326.0,97.0,2000.0,5.8,50000000.0,48154732.0,1997.0,Ridley Scott,G.I. Jane 
129.0,261069.0,157.0,,7.8,,,1997.0,,The Game 
,172792.0,267.0,0.0,6.6,50000000.0,46982632.0,2006.0,Christophe Gans,Silent Hill 
118.0,48322.0,118.0,0.0,,50000000.0,44737059.0,2000.0,Howard Deutch,The Replacements 
113.0,172112.0,291.0,39000.0,6.7,50000000.0,56724080.0,2012.0,Jon Hurwitz,American Reunion 
140.0,,68.0,,7.3,50000000.0,44484065.0,1998.0,F. Gary Gray,The Negotiator 
89.0,54101.0,228.0,15000.0,5.8,50000000.0,47553512.0,2014.0,Steven Quale,Into the Storm 
104.0,60293.0,36.0,669.0,5.5,55000000.0,42610000.0,1994.0,John Landis,Beverly Hills Cop III 
106.0,68428.0,105.0,,6.3,,41482207.0,1990.0,Joe Dante,Gremlins 2: The New Batch 
141.0,136973.0,276.0,47000.0,7.4,50000000.0,47105085.0,2014.0,David Dobkin,The Judge 
124.0,46451.0,93.0,0.0,,50000000.0,41256277.0,1997.0,Mimi Leder,The Peacemaker 
,,191.0,0.0,6.2,45000000.0,50740078.0,2004.0,Alexander Witt,
108.0,74315.0,143.0,0.0,5.9,40000000.0,40203020.0,2004.0,Beeban Kidron,Bridget Jones: The Edge of Reason 
114.0,,124.0,1000.0,6.5,50000000.0,40905277.0,2003.0,Carl Franklin,Out of Time 
101.0,17997.0,47.0,812.0,4.4,50000000.0,38590500.0,1994.0,Steven Seagal,On Deadly Ground 
93.0,,66.0,0.0,3.5,50000000.0,39177541.0,2005.0,Robert Rodriguez,The Adventures of Sharkboy and Lavagirl 3-D 
119.0,176169.0,118.0,0.0,6.6,50000000.0,39778599.0,2000.0,Danny Boyle,The Beach 
119.0,30890.0,93.0,718.0,6.0,50000000.0,37486138.0,2004.0,Garry Marshall,Raising Helen 
99.0,58349.0,235.0,,6.4,40000000.0,38105077.0,2009.0,James McTeigue,Ninja Assassin 
,26034.0,113.0,0.0,,50000000.0,35168395.0,,Sam Raimi,For Love of the Game 
105.0,,14.0,361.0,7.8,,,,,A Touch of Frost             
117.0,34896.0,51.0,877.0,,40000000.0,32800000.0,1996.0,Andrew Bergman,
87.0,11257.0,98.0,,4.2,50000000.0,33643461.0,2010.0,Tom Dey,Marmaduke 
129.0,80140.0,315.0,16000.0,6.5,50000000.0,32741596.0,2010.0,Clint Eastwood,
,43574.0,136.0,0.0,6.1,50000000.0,31874869.0,2002.0,Barbet Schroeder,Murder by Numbers 
132.0,62981.0,61.0,0.0,6.3,50000000.0,30306268.0,1995.0,Richard Donner,Assassins 
131.0,86374.0,209.0,3000.0,6.2,50000000.0,27667947.0,2007.0,Peter Webber,Hannibal Rising 
95.0,18404.0,99.0,0.0,5.9,50000000.0,27067160.0,1999.0,Rob Reiner,
125.0,92461.0,298.0,43000.0,5.9,40000000.0,26616999.0,2013.0,Andrew Niccol,The Host 
98.0,49926.0,131.0,0.0,6.5,,,2003.0,John McTiernan,Basic 
110.0,34356.0,146.0,705.0,,50000000.0,,2002.0,Clint Eastwood,Blood Work 
118.0,80196.0,245.0,0.0,,50000000.0,25450527.0,2009.0,Tom Tykwer,The International 
101.0,54021.0,104.0,0.0,,50000000.0,25407250.0,1996.0,John Carpenter,Escape from L.A. 
60.0,7945.0,4.0,915.0,7.5,,,,,Twisted             
90.0,128455.0,,0.0,8.0,70000000.0,,1999.0,Brad Bird,The Iron Giant 
119.0,139535.0,259.0,0.0,7.3,50000000.0,24006726.0,,Wes Anderson,The Life Aquatic with Steve Zissou 
139.0,3077.0,79.0,10000.0,6.7,50000000.0,20389967.0,2016.0,Gary Ross,Free State of Jones 
130.0,88270.0,141.0,0.0,7.5,50000000.0,19593740.0,2003.0,Alan Parker,The Life of David Gale 
100.0,19829.0,59.0,779.0,5.4,40000000.0,19118247.0,2005.0,Stephen Herek,Man of the House 
114.0,76010.0,236.0,15000.0,6.6,50000000.0,26442251.0,2015.0,Jaume Collet-Serra,Run All Night 
96.0,189249.0,356.0,,7.7,25000000.0,17114882.0,2007.0,David Cronenberg,Eastern Promises 
110.0,,120.0,0.0,5.8,50000000.0,18472363.0,2005.0,John Stockwell,Into the Blue 
158.0,55889.0,111.0,0.0,,390000000.0,14131298.0,1999.0,Luc Besson,The Messenger: The Story of Joan of Arc 
102.0,85237.0,208.0,,5.6,49900000.0,21557240.0,2011.0,,Your Highness 
,46239.0,174.0,0.0,6.0,55000000.0,21283440.0,2011.0,Jim Sheridan,Dream House 
115.0,16562.0,59.0,,6.2,50000000.0,10556196.0,1997.0,Costa-Gavras,Mad City 
99.0,33186.0,,0.0,5.9,50000000.0,16671505.0,1994.0,Patrick Read Johnson,Baby's Day Out 
135.0,12037.0,34.0,943.0,,50000000.0,10400000.0,1995.0,,The Scarlet Letter 
108.0,38513.0,214.0,9000.0,6.8,22000000.0,9528092.0,2010.0,Doug Liman,Fair Game 
43.0,33535.0,28.0,,7.0,,,,,Defiance             
127.0,58015.0,,0.0,6.0,50000000.0,,2005.0,Tony Scott,Domino 
107.0,9227.0,50.0,422.0,5.1,50000000.0,9795017.0,1995.0,William Friedkin,Jade 
95.0,113483.0,180.0,0.0,5.8,50000000.0,,2009.0,Mark Neveldine,Gamer 
124.0,67796.0,231.0,14000.0,6.2,60000000.0,19445217.0,2013.0,Richard LaGravenese,Beautiful Creatures 
109.0,34730.0,105.0,0.0,6.4,55000000.0,8355815.0,,Danny DeVito,Death to Smoochy 
102.0,34964.0,226.0,28000.0,4.8,,28837115.0,2016.0,Ben Stiller,Zoolander 2 
88.0,15880.0,75.0,288.0,,50000000.0,6471394.0,2004.0,George Armitage,The Big Bounce 
87.0,8070.0,82.0,255.0,5.6,50000000.0,6291602.0,2000.0,Mike Nichols,What Planet Are You From? 
104.0,81800.0,296.0,15000.0,5.5,50000000.0,10706786.0,,,Drive Angry 
96.0,19824.0,103.0,0.0,3.7,18000000.0,8742261.0,,Andrzej Bartkowiak,Street Fighter: The Legend of Chun-Li 
85.0,77684.0,98.0,0.0,5.9,49000000.0,43905746.0,2001.0,James Wong,
64.0,50391.0,30.0,31000.0,8.5,,,,,Outlander             
104.0,14429.0,48.0,2000.0,6.3,40000000.0,21413502.0,,Renny Harlin,The Adventures of Ford Fairlane 
135.0,90932.0,195.0,21000.0,7.4,,,2009.0,Richard Curtis,Pirate Radio 
190.0,170684.0,223.0,0.0,,48000000.0,124107476.0,2000.0,Steven Soderbergh,
127.0,515306.0,149.0,,,48000000.0,197171806.0,1989.0,Steven Spielberg,Indiana Jones and the Last Crusade 
129.0,70886.0,324.0,36000.0,6.6,,12802907.0,2012.0,Joe Wright,Anna Karenina 
120.0,172965.0,371.0,67000.0,,49000000.0,31569268.0,,Neill Blomkamp,Chappie 
118.0,120202.0,75.0,0.0,6.7,48000000.0,66488090.0,,,The Bone Collector 
112.0,206104.0,233.0,0.0,6.8,48000000.0,95308367.0,2002.0,David Fincher,
89.0,1263.0,,352.0,4.6,1500000.0,,2006.0,,The Tooth Fairy 
114.0,137854.0,150.0,,7.1,48000000.0,60652036.0,1999.0,David O. Russell,Three Kings 
137.0,40568.0,172.0,18000.0,6.4,50000000.0,1206135.0,2015.0,Daniel Espinosa,Child 44 
112.0,93367.0,103.0,0.0,,48000000.0,56607223.0,,Jerry Zucker,Rat Race 
120.0,148490.0,,0.0,7.4,48000000.0,50173190.0,2001.0,Iain Softley,K-PAX 
123.0,64595.0,125.0,0.0,6.4,48000000.0,47095453.0,2001.0,James Mangold,Kate & Leopold 
93.0,81888.0,125.0,0.0,6.0,48000000.0,37879996.0,2000.0,Harold Ramis,Bedazzled 
123.0,12771.0,36.0,828.0,6.5,58000000.0,25900000.0,1984.0,Francis Ford Coppola,
122.0,237872.0,295.0,0.0,,55000000.0,,2007.0,James Mangold,3:10 to Yuma 
115.0,133436.0,222.0,38000.0,6.0,48000000.0,89253340.0,,Olivier Megaton,
123.0,71708.0,158.0,0.0,7.0,48000000.0,37339525.0,1998.0,,Out of Sight 
96.0,,72.0,0.0,6.0,47000000.0,60154431.0,1996.0,Ben Stiller,The Cable Guy 
,5639.0,34.0,522.0,7.8,,528972.0,1998.0,Deepa Mehta,Earth 
105.0,47819.0,,2000.0,6.1,100000000.0,103738726.0,1990.0,,Dick Tracy 
113.0,73068.0,152.0,0.0,6.8,48000000.0,69304264.0,1999.0,John McTiernan,The Thomas Crown Affair 
132.0,22447.0,89.0,0.0,6.4,48000000.0,,2001.0,Penny Marshall,Riding in Cars with Boys 
93.0,172489.0,145.0,0.0,,14000000.0,,1982.0,Ted Kotcheff,First Blood 
,54057.0,144.0,0.0,8.1,,,1972.0,Andrei Tarkovsky,Solaris 
75.0,8693.0,93.0,261.0,4.5,47000000.0,15519841.0,2006.0,Paul Bolger,Happily N'Ever After 
,,46.0,616.0,5.8,47000000.0,5600000.0,1996.0,,Mary Reilly 
105.0,98199.0,84.0,0.0,6.3,46000000.0,126805112.0,1997.0,P.J. Hogan,My Best Friend's Wedding 
102.0,47573.0,142.0,881.0,5.7,48000000.0,93607673.0,,Joe Roth,America's Sweethearts 
,218771.0,,0.0,7.2,46000000.0,67263182.0,2002.0,Christopher Nolan,Insomnia 
111.0,,,3000.0,7.6,45000000.0,92001027.0,1996.0,Jonathan Frakes,Star Trek: First Contact 
,,178.0,0.0,4.7,47000000.0,10539414.0,,Jimmy Hayward,Jonah Hex 
116.0,,65.0,975.0,6.6,46000000.0,58918501.0,1996.0,Edward Zwick,Courage Under Fire 
86.0,220392.0,73.0,0.0,,45000000.0,181395380.0,1997.0,Tom Shadyac,Liar Liar 
127.0,2581.0,72.0,0.0,7.3,25000000.0,14946229.0,2016.0,Brad Furman,The Infiltrator 
,491.0,10.0,115.0,2.7,48000000.0,,1981.0,Terence Young,Inchon 
91.0,60884.0,35.0,0.0,4.8,45000000.0,130512915.0,1994.0,Brian Levant,The Flintstones 
98.0,238671.0,358.0,63000.0,6.3,45000000.0,139852971.0,2012.0,Olivier Megaton,Taken 2 
84.0,111526.0,151.0,0.0,5.5,,110000082.0,2003.0,David Zucker,Scary Movie 3 
109.0,137377.0,140.0,0.0,,45000000.0,,2000.0,Donald Petrie,Miss Congeniality 
93.0,85323.0,,0.0,5.8,45000000.0,101702060.0,2008.0,Eric Brevig,
113.0,53687.0,,1000.0,5.7,40000000.0,95149435.0,2004.0,Garry Marshall,The Princess Diaries 2: Royal Engagement 
141.0,59569.0,43.0,0.0,6.5,45000000.0,100768056.0,1993.0,Alan J. Pakula,The Pelican Brief 
119.0,,39.0,,6.7,,92115211.0,1994.0,Joel Schumacher,The Client 
97.0,184795.0,207.0,22000.0,7.4,45000000.0,93452056.0,2007.0,,The Bucket List 
117.0,81442.0,47.0,,6.9,45000000.0,83287363.0,1992.0,Phillip Noyce,Patriot Games 
101.0,43358.0,132.0,0.0,5.5,,82931301.0,2005.0,Robert Luketic,Monster-in-Law 
153.0,383591.0,454.0,86000.0,8.1,,60962878.0,2013.0,Denis Villeneuve,Prisoners 
122.0,305929.0,109.0,0.0,7.7,45000000.0,76261036.0,2001.0,Antoine Fuqua,Training Day 
,123558.0,213.0,19000.0,7.3,45000000.0,71423726.0,1999.0,Dean Parisot,Galaxy Quest 
83.0,119590.0,127.0,0.0,5.2,45000000.0,71277420.0,2001.0,Keenen Ivory Wayans,Scary Movie 2 
103.0,75176.0,,26000.0,7.1,45000000.0,88625922.0,2011.0,James Bobin,The Muppets 
110.0,191437.0,,0.0,7.1,,,1998.0,Stephen Norrington,Blade 
136.0,92702.0,127.0,0.0,,30000000.0,67253092.0,2005.0,Thomas Carter,Coach Carter 
91.0,57281.0,167.0,0.0,6.5,45000000.0,66790248.0,,Roger Michell,Changing Lanes 
89.0,73539.0,119.0,,4.6,45000000.0,65557989.0,1997.0,Luis Llosa,Anaconda 
107.0,90539.0,155.0,0.0,5.6,45000000.0,60786269.0,2000.0,David McNally,Coyote Ugly 
129.0,,218.0,52000.0,,45000000.0,59365105.0,2003.0,Richard Curtis,Love Actually 
95.0,211226.0,117.0,0.0,7.2,120000000.0,162792677.0,1998.0,John Lasseter,A Bug's Life 
122.0,124765.0,208.0,0.0,6.8,35000000.0,31598308.0,2001.0,Albert Hughes,From Hell 
110.0,50148.0,38.0,0.0,5.4,45000000.0,57362581.0,1994.0,,The Specialist 
135.0,37911.0,48.0,1000.0,6.3,45000000.0,53854588.0,,Ron Shelton,Tin Cup 
,5888.0,,,7.2,2500000.0,,1968.0,Melville Shavelson,
95.0,30255.0,94.0,,5.6,45000000.0,52580895.0,2005.0,Jesse Dylan,Kicking & Screaming 
109.0,155745.0,276.0,10000.0,,50000000.0,51019112.0,2005.0,Garth Jennings,The Hitchhiker's Guide to the Galaxy 
,9380.0,59.0,531.0,4.3,26000000.0,,2004.0,Joel Zwick,Fat Albert 
94.0,149549.0,,,6.3,45000000.0,50648679.0,2007.0,Russell Mulcahy,Resident Evil: Extinction 
117.0,87165.0,173.0,12000.0,6.5,40000000.0,46280507.0,,Frank Coraci,Blended 
112.0,21215.0,99.0,0.0,6.4,45000000.0,38360195.0,2006.0,Wayne Wang,Last Holiday 
111.0,32544.0,,0.0,,,46815748.0,1994.0,Curtis Hanson,The River Wild 
96.0,20688.0,,,5.9,45000000.0,35617599.0,1995.0,Frank Oz,The Indian in the Cupboard 
,104301.0,339.0,28000.0,6.5,45000000.0,47307550.0,2012.0,Oliver Stone,Savages 
94.0,79141.0,127.0,2000.0,6.5,25000000.0,32003620.0,2004.0,David R. Ellis,
87.0,114692.0,122.0,2000.0,6.1,35000000.0,27972410.0,2003.0,Peter Howitt,
,30055.0,,593.0,5.9,,28133159.0,2006.0,,The Ant Bully 
,97087.0,144.0,11000.0,6.6,40000000.0,27400000.0,1984.0,David Lynch,Dune 
133.0,91860.0,156.0,14000.0,7.4,45000000.0,24343673.0,2007.0,Julie Taymor,Across the Universe 
119.0,152591.0,323.0,0.0,7.3,35000000.0,22877808.0,2008.0,Sam Mendes,Revolutionary Road 
102.0,,199.0,0.0,6.6,52000000.0,36883539.0,2006.0,Richard Donner,16 Blocks 
,81523.0,164.0,0.0,5.6,70000000.0,22531698.0,2008.0,Mathieu Kassovitz,Babylon A.D. 
91.0,15455.0,,451.0,5.3,45000000.0,20400913.0,1996.0,John Gray,The Glimmer Man 
,24757.0,43.0,0.0,6.0,45000000.0,20101861.0,1996.0,Harold Ramis,Multiplicity 
86.0,16580.0,82.0,,5.4,45000000.0,25200412.0,2009.0,John Schultz,Aliens in the Attic 
124.0,42621.0,150.0,0.0,6.8,45000000.0,19719930.0,2001.0,,The Pledge 
134.0,35140.0,168.0,0.0,6.4,45000000.0,19377727.0,2005.0,Susan Stroman,The Producers 
95.0,203461.0,432.0,46000.0,7.1,35000000.0,13401683.0,2012.0,Pete Travis,Dredd 
100.0,27648.0,60.0,0.0,4.9,45000000.0,17300889.0,1996.0,Simon Wincer,The Phantom 
,11388.0,85.0,,5.8,57000000.0,15527125.0,2000.0,Billy Bob Thornton,All the Pretty Horses 
212.0,23996.0,83.0,915.0,7.1,50000000.0,13560960.0,1995.0,Oliver Stone,Nixon 
128.0,132423.0,,15000.0,7.2,45000000.0,15523168.0,2010.0,Roman Polanski,The Ghost Writer 
106.0,26551.0,106.0,0.0,6.0,45000000.0,11146409.0,1998.0,,Deep Rising 
160.0,15697.0,158.0,0.0,6.0,45000000.0,7916887.0,2008.0,Spike Lee,
114.0,36455.0,189.0,0.0,7.0,45000000.0,6565495.0,2006.0,Yimou Zhang,Curse of the Golden Flower 
99.0,48245.0,,0.0,5.4,40000000.0,15279680.0,2008.0,Danny Pang,Bangkok Dangerous 
74.0,17307.0,87.0,892.0,6.5,40000000.0,7262288.0,,,
139.0,19114.0,,0.0,6.4,45000000.0,4584886.0,2007.0,Mike Newell,Love in the Time of Cholera 
,15762.0,23.0,,8.3,,,,,The Returned             
